Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 278.96440466702916
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.3, 'num': 30},
 'Agriculture': {'acc': 0.333, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.3, 'num': 30},
 'Art': {'acc': 0.533, 'num': 30},
 'Art_Theory': {'acc': 0.5, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.2, 'num': 30},
 'Biology': {'acc': 0.167, 'num': 30},
 'Chemistry': {'acc': 0.167, 'num': 30},
 'Clinical_Medicine': {'acc': 0.133, 'num': 30},
 'Computer_Science': {'acc': 0.267, 'num': 30},
 'Design': {'acc': 0.5, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.2, 'num': 30},
 'Economics': {'acc': 0.467, 'num': 30},
 'Electronics': {'acc': 0.167, 'num': 30},
 'Energy_and_Power': {'acc': 0.467, 'num': 30},
 'Finance': {'acc': 0.067, 'num': 30},
 'Geography': {'acc': 0.4, 'num': 30},
 'History': {'acc': 0.3, 'num': 30},
 'Literature': {'acc': 0.733, 'num': 30},
 'Manage': {'acc': 0.367, 'num': 30},
 'Marketing': {'acc': 0.333, 'num': 30},
 'Materials': {'acc': 0.267, 'num': 30},
 'Math': {'acc': 0.267, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.3, 'num': 30},
 'Music': {'acc': 0.267, 'num': 30},
 'Overall': {'acc': 0.328, 'num': 900},
 'Overall-Art and Design': {'acc': 0.45, 'num': 120},
 'Overall-Business': {'acc': 0.307, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.26, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.458, 'num': 120},
 'Overall-Science': {'acc': 0.253, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.3, 'num': 210},
 'Pharmacy': {'acc': 0.4, 'num': 30},
 'Physics': {'acc': 0.267, 'num': 30},
 'Psychology': {'acc': 0.3, 'num': 30},
 'Public_Health': {'acc': 0.367, 'num': 30},
 'Sociology': {'acc': 0.5, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.328

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.

Loading datasets:   3%|▎         | 1/30 [00:05<02:49,  5.85s/it]
Loading datasets:  30%|███       | 9/30 [00:06<00:10,  1.99it/s]
Loading datasets:  40%|████      | 12/30 [00:06<00:06,  2.81it/s]
Loading datasets:  53%|█████▎    | 16/30 [00:06<00:03,  4.38it/s]
Loading datasets:  93%|█████████▎| 28/30 [00:13<00:00,  2.15it/s]
Loading datasets: 100%|██████████| 30/30 [00:21<00:00,  1.09it/s]
Loading datasets: 100%|██████████| 30/30 [00:21<00:00,  1.38it/s]

Processing samples:   0%|          | 0/900 [00:00<?, ?it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 351510.72it/s]

  0%|          | 0/900 [00:00<?, ?it/s]
  0%|          | 1/900 [00:13<3:19:25, 13.31s/it]
  0%|          | 2/900 [00:19<2:13:56,  8.95s/it]
  0%|          | 3/900 [00:19<1:14:27,  4.98s/it]
  0%|          | 4/900 [00:20<53:59,  3.62s/it]  
  1%|          | 5/900 [00:21<39:00,  2.62s/it]
  1%|          | 6/900 [00:22<29:19,  1.97s/it]
  1%|          | 7/900 [00:23<25:35,  1.72s/it]
  1%|          | 9/900 [00:24<16:13,  1.09s/it]
  1%|          | 10/900 [00:24<13:18,  1.11it/s]
  1%|          | 11/900 [00:25<11:06,  1.33it/s]
  3%|▎         | 27/900 [00:25<01:43,  8.46it/s]
  5%|▍         | 43/900 [00:25<00:53, 15.92it/s]
 10%|█         | 91/900 [00:25<00:16, 48.40it/s]
 14%|█▍        | 129/900 [00:37<01:48,  7.11it/s]
 14%|█▍        | 130/900 [00:39<02:23,  5.37it/s]
 16%|█▌        | 140/900 [00:46<03:30,  3.61it/s]
 16%|█▋        | 147/900 [00:49<03:46,  3.33it/s]
 17%|█▋        | 152/900 [00:57<05:59,  2.08it/s]
 17%|█▋        | 156/900 [00:58<05:43,  2.17it/s]
 19%|█▉        | 171/900 [00:59<03:17,  3.70it/s]
 21%|██        | 191/900 [00:59<01:50,  6.39it/s]
 29%|██▊       | 257/900 [01:09<01:40,  6.40it/s]
 29%|██▊       | 258/900 [01:12<02:07,  5.05it/s]
 29%|██▉       | 262/900 [01:19<03:19,  3.20it/s]
 29%|██▉       | 265/900 [01:20<03:21,  3.16it/s]
 30%|██▉       | 267/900 [01:20<03:12,  3.29it/s]
 30%|██▉       | 269/900 [01:23<04:07,  2.54it/s]
 30%|███       | 271/900 [01:23<03:55,  2.67it/s]
