Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 183.6052956848871
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.4, 'num': 30},
 'Agriculture': {'acc': 0.367, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.267, 'num': 30},
 'Art': {'acc': 0.467, 'num': 30},
 'Art_Theory': {'acc': 0.4, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.433, 'num': 30},
 'Biology': {'acc': 0.233, 'num': 30},
 'Chemistry': {'acc': 0.3, 'num': 30},
 'Clinical_Medicine': {'acc': 0.233, 'num': 30},
 'Computer_Science': {'acc': 0.3, 'num': 30},
 'Design': {'acc': 0.533, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.233, 'num': 30},
 'Economics': {'acc': 0.467, 'num': 30},
 'Electronics': {'acc': 0.267, 'num': 30},
 'Energy_and_Power': {'acc': 0.267, 'num': 30},
 'Finance': {'acc': 0.167, 'num': 30},
 'Geography': {'acc': 0.4, 'num': 30},
 'History': {'acc': 0.267, 'num': 30},
 'Literature': {'acc': 0.8, 'num': 30},
 'Manage': {'acc': 0.2, 'num': 30},
 'Marketing': {'acc': 0.433, 'num': 30},
 'Materials': {'acc': 0.333, 'num': 30},
 'Math': {'acc': 0.267, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.467, 'num': 30},
 'Music': {'acc': 0.367, 'num': 30},
 'Overall': {'acc': 0.357, 'num': 900},
 'Overall-Art and Design': {'acc': 0.442, 'num': 120},
 'Overall-Business': {'acc': 0.333, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.347, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.442, 'num': 120},
 'Overall-Science': {'acc': 0.3, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.324, 'num': 210},
 'Pharmacy': {'acc': 0.467, 'num': 30},
 'Physics': {'acc': 0.3, 'num': 30},
 'Psychology': {'acc': 0.3, 'num': 30},
 'Public_Health': {'acc': 0.367, 'num': 30},
 'Sociology': {'acc': 0.4, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.357

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.

Loading datasets:   3%|▎         | 1/30 [00:05<02:39,  5.51s/it]
Loading datasets:   7%|▋         | 2/30 [00:05<01:05,  2.34s/it]
Loading datasets:  30%|███       | 9/30 [00:05<00:07,  2.81it/s]
Loading datasets:  40%|████      | 12/30 [00:06<00:04,  3.83it/s]
Loading datasets:  90%|█████████ | 27/30 [00:06<00:00, 11.86it/s]
Loading datasets: 100%|██████████| 30/30 [00:15<00:00,  1.92it/s]

Processing samples:   0%|          | 0/900 [00:00<?, ?it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 362063.46it/s]

  0%|          | 0/900 [00:00<?, ?it/s]
  0%|          | 1/900 [00:27<6:53:14, 27.58s/it]
  0%|          | 2/900 [00:28<3:00:44, 12.08s/it]
  0%|          | 4/900 [00:30<1:13:38,  4.93s/it]
  1%|          | 5/900 [00:30<52:52,  3.54s/it]  
  1%|          | 6/900 [00:30<38:01,  2.55s/it]
  1%|          | 7/900 [00:31<29:54,  2.01s/it]
  1%|          | 8/900 [00:32<22:42,  1.53s/it]
  1%|          | 9/900 [00:32<18:45,  1.26s/it]
  1%|          | 10/900 [00:33<16:04,  1.08s/it]
  1%|          | 11/900 [00:34<13:53,  1.07it/s]
  1%|▏         | 12/900 [00:34<11:01,  1.34it/s]
  1%|▏         | 13/900 [00:35<11:50,  1.25it/s]
  2%|▏         | 14/900 [00:35<09:58,  1.48it/s]
  2%|▏         | 15/900 [00:36<09:04,  1.63it/s]
  3%|▎         | 31/900 [00:36<01:18, 11.07it/s]
  7%|▋         | 67/900 [00:36<00:25, 32.80it/s]
  7%|▋         | 67/900 [00:47<00:25, 32.80it/s]
 14%|█▍        | 129/900 [00:52<02:15,  5.69it/s]
 14%|█▍        | 130/900 [00:53<02:18,  5.55it/s]
 15%|█▍        | 134/900 [00:54<02:35,  4.91it/s]
 15%|█▌        | 137/900 [00:56<02:50,  4.46it/s]
 15%|█▌        | 139/900 [00:56<02:50,  4.46it/s]
 16%|█▌        | 141/900 [00:57<02:58,  4.24it/s]
 16%|█▌        | 143/900 [00:58<03:29,  3.61it/s]
 16%|█▌        | 145/900 [00:59<03:25,  3.67it/s]
 16%|█▋        | 147/900 [00:59<03:01,  4.16it/s]
 16%|█▋        | 148/900 [00:59<03:11,  3.93it/s]
 17%|█▋        | 149/900 [01:00<03:41,  3.39it/s]
 17%|█▋        | 150/900 [01:00<03:49,  3.26it/s]
